Date,Time,Location,Ride Request,Available Vehicles,Completed Rides,Cancelled Rides,Average Wait Time,Surge Multiplier
2026-01-20,06:00,Guindy,162,179,142,20,3.1,1.1
2026-01-20,06:00,OMR,112,162,105,7,4.1,1.0
2026-01-20,06:00,Tambaram,74,168,58,16,6.0,1.0
2026-01-20,06:00,Porur,145,165,129,16,4.0,1.0
2026-01-20,06:00,Egmore,148,176,137,11,5.8,1.0
2026-01-20,08:00,Chennai Central,290,92,247,43,8.4,1.5
2026-01-20,08:00,T Nagar,233,151,207,26,5.3,1.5
2026-01-20,08:00,Anna Nagar,175,91,153,22,7.8,1.6
2026-01-20,08:00,Adyar,246,121,217,29,7.9,1.5
2026-01-20,08:00,Velachery,261,101,242,19,10.3,1.5
2026-01-20,08:00,Guindy,226,162,183,43,7.0,1.2
2026-01-20,08:00,OMR,253,78,205,48,7.5,1.8
2026-01-20,08:00,Tambaram,205,153,187,18,5.8,1.2
2026-01-20,08:00,Porur,245,167,192,53,6.9,1.3
2026-01-20,08:00,Egmore,225,81,193,32,10.0,1.8
2026-01-20,10:00,Chennai Central,97,111,86,11,4.8,1.0
2026-01-20,10:00,T Nagar,121,143,110,11,5.7,1.0
2026-01-20,10:00,Anna Nagar,87,71,73,14,6.4,1.3
2026-01-20,10:00,Adyar,144,142,131,13,5.2,1.1
2026-01-20,10:00,Velachery,186,130,167,19,5.0,1.1
2026-01-20,10:00,Guindy,188,104,175,13,7.8,1.5
2026-01-20,10:00,OMR,162,130,153,9,4.8,1.3
2026-01-20,10:00,Tambaram,156,137,138,18,5.2,1.3
2026-01-20,10:00,Porur,120,140,105,15,3.6,1.0
2026-01-20,10:00,Egmore,134,80,111,23,6.6,1.3
2026-01-20,12:00,Chennai Central,102,150,92,10,6.1,1.0
2026-01-20,12:00,T Nagar,173,191,149,24,5.3,1.0
2026-01-20,12:00,Anna Nagar,55,115,44,11,3.8,1.0
2026-01-20,12:00,Adyar,57,106,51,6,6.3,1.0
2026-01-20,12:00,Velachery,97,131,78,19,4.2,1.1
2026-01-20,12:00,Guindy,104,148,94,10,4.5,1.0
2026-01-20,12:00,OMR,145,127,131,14,3.6,1.1
2026-01-20,12:00,Tambaram,74,151,63,11,5.1,1.0
2026-01-20,12:00,Porur,77,147,70,7,4.7,1.1
2026-01-20,12:00,Egmore,147,167,118,29,4.7,1.0
2026-01-20,14:00,Chennai Central,60,158,53,7,4.5,1.0
2026-01-20,14:00,T Nagar,77,153,60,17,3.2,1.0
2026-01-20,14:00,Anna Nagar,111,157,89,22,3.7,1.0
2026-01-20,14:00,Adyar,82,197,72,10,3.8,1.0
2026-01-20,14:00,Velachery,144,149,114,30,5.5,1.0
2026-01-20,14:00,Guindy,153,183,141,12,4.3,1.1
2026-01-20,14:00,OMR,75,134,61,14,4.1,1.0
2026-01-20,14:00,Tambaram,90,96,79,11,3.4,1.0
2026-01-20,14:00,Porur,130,87,107,23,6.1,1.3
2026-01-20,14:00,Egmore,92,189,74,18,3.2,1.1
2026-01-20,16:00,Chennai Central,109,175,98,11,4.1,1.1
2026-01-20,16:00,T Nagar,120,74,113,7,7.5,1.6
2026-01-20,16:00,Anna Nagar,173,84,158,15,7.0,2.0
2026-01-20,16:00,Adyar,93,124,72,21,3.4,1.0
2026-01-20,16:00,Velachery,173,165,154,19,6.5,1.3
2026-01-20,16:00,Guindy,205,98,170,35,7.5,1.5
2026-01-20,16:00,OMR,158,145,149,9,3.6,1.3
2026-01-20,16:00,Tambaram,109,143,87,22,4.8,1.0
2026-01-20,16:00,Porur,83,99,67,16,4.3,1.0
2026-01-20,16:00,Egmore,185,174,163,22,5.6,1.2
2026-01-20,18:00,Chennai Central,300,103,242,58,10.8,1.5
2026-01-20,18:00,T Nagar,212,154,168,44,4.5,1.2
2026-01-20,18:00,Anna Nagar,269,92,253,16,10.8,1.8
2026-01-20,18:00,Adyar,151,78,128,23,6.4,1.3
2026-01-20,18:00,Velachery,293,90,251,42,10.7,1.5
2026-01-20,18:00,Guindy,175,103,158,17,5.0,1.5
2026-01-20,18:00,OMR,199,89,157,42,8.8,2.0
2026-01-20,18:00,Tambaram,163,160,149,14,3.6,1.1
2026-01-20,18:00,Porur,167,147,130,37,6.9,1.1
2026-01-20,18:00,Egmore,253,135,214,39,6.8,1.3
2026-01-20,20:00,Chennai Central,246,78,215,31,9.0,1.5
2026-01-20,20:00,T Nagar,222,128,206,16,5.6,1.5
2026-01-20,20:00,Anna Nagar,240,80,225,15,8.2,2.0
2026-01-20,20:00,Adyar,173,143,160,13,5.1,1.1
2026-01-20,20:00,Velachery,208,135,184,24,8.1,1.6
2026-01-20,20:00,Guindy,182,126,145,37,5.6,1.3
2026-01-20,20:00,OMR,170,97,152,18,6.7,1.6
2026-01-20,20:00,Tambaram,171,128,140,31,5.1,1.3
2026-01-20,20:00,Porur,177,133,161,16,5.3,1.1
2026-01-20,20:00,Egmore,273,98,217,56,10.2,1.8
2026-01-21,06:00,Chennai Central,127,94,120,7,4.5,1.3
2026-01-21,06:00,T Nagar,222,124,177,45,6.0,1.6
2026-01-21,06:00,Anna Nagar,96,159,83,13,6.3,1.1
2026-01-21,06:00,Adyar,127,110,104,23,3.7,1.2
2026-01-21,06:00,Velachery,125,150,110,15,6.2,1.0
2026-01-21,06:00,Guindy,99,153,91,8,5.5,1.0
2026-01-21,06:00,OMR,167,104,150,17,4.8,1.3
2026-01-21,06:00,Tambaram,85,163,74,11,4.4,1.0
2026-01-21,06:00,Porur,131,166,117,14,6.4,1.0
2026-01-21,06:00,Egmore,166,164,130,36,5.0,1.1
2026-01-21,08:00,Chennai Central,186,122,155,31,7.6,1.6
2026-01-21,08:00,T Nagar,267,77,248,19,8.9,1.5
2026-01-21,08:00,Anna Nagar,174,113,163,11,7.4,1.3
2026-01-21,08:00,Adyar,181,78,168,13,7.7,1.5
2026-01-21,08:00,Velachery,213,71,173,40,7.8,1.8
2026-01-21,08:00,Guindy,224,147,197,27,6.0,1.6
2026-01-21,08:00,OMR,218,141,187,31,8.3,1.3
2026-01-21,08:00,Tambaram,198,117,163,35,7.7,1.3
2026-01-21,08:00,Porur,184,142,171,13,4.8,1.2
2026-01-21,08:00,Egmore,229,139,189,40,8.3,1.6
2026-01-21,10:00,Chennai Central,196,134,167,29,5.2,1.1
2026-01-21,10:00,T Nagar,157,110,142,15,4.7,1.1
2026-01-21,10:00,Anna Nagar,88,155,74,14,4.6,1.0
2026-01-21,10:00,Adyar,166,133,154,12,4.1,1.2
2026-01-21,10:00,Velachery,113,113,97,16,3.5,1.1
2026-01-21,10:00,Guindy,138,162,112,26,4.1,1.1
2026-01-21,10:00,OMR,119,144,104,15,4.7,1.0
2026-01-21,10:00,Tambaram,78,74,64,14,3.3,1.3
2026-01-21,10:00,Porur,79,156,69,10,3.5,1.1
2026-01-21,10:00,Egmore,185,163,174,11,4.7,1.1
2026-01-21,12:00,Chennai Central,153,195,131,22,5.1,1.0
2026-01-21,12:00,T Nagar,85,200,76,9,3.3,1.1
2026-01-21,12:00,Anna Nagar,122,186,96,26,3.9,1.0
2026-01-21,12:00,Adyar,67,118,52,15,5.9,1.0
2026-01-21,12:00,Velachery,57,144,50,7,3.7,1.1
2026-01-21,12:00,Guindy,87,116,80,7,4.3,1.0
2026-01-21,12:00,OMR,58,150,53,5,6.4,1.0
2026-01-21,12:00,Tambaram,79,125,69,10,4.6,1.0
2026-01-21,12:00,Porur,68,160,57,11,3.0,1.1
2026-01-21,12:00,Egmore,150,82,118,32,5.8,1.3
2026-01-21,14:00,Chennai Central,153,85,143,10,7.1,1.6
2026-01-21,14:00,T Nagar,167,200,140,27,3.7,1.0
2026-01-21,14:00,Anna Nagar,94,170,82,12,4.3,1.1
2026-01-21,14:00,Adyar,105,87,86,19,5.8,1.1
2026-01-21,14:00,Velachery,138,104,110,28,4.6,1.3
2026-01-21,14:00,Guindy,81,183,68,13,4.1,1.0
2026-01-21,14:00,OMR,72,115,67,5,3.4,1.0
2026-01-21,14:00,Tambaram,68,126,59,9,5.6,1.0
2026-01-21,14:00,Porur,89,174,72,17,4.6,1.0
2026-01-21,14:00,Egmore,151,151,131,20,3.0,1.0
2026-01-21,16:00,Chennai Central,99,169,79,20,5.4,1.0
2026-01-21,16:00,T Nagar,158,138,128,30,5.2,1.1
2026-01-21,16:00,Anna Nagar,117,148,93,24,6.4,1.1
2026-01-21,16:00,Adyar,144,178,123,21,6.1,1.0
2026-01-21,16:00,Velachery,102,151,82,20,4.5,1.1
2026-01-21,16:00,Guindy,110,189,101,9,3.6,1.0
2026-01-21,16:00,OMR,129,148,116,13,6.3,1.0
2026-01-21,16:00,Tambaram,88,89,72,16,3.2,1.0
2026-01-21,16:00,Porur,91,89,73,18,3.7,1.3
2026-01-21,16:00,Egmore,135,82,120,15,4.8,1.5
2026-01-21,18:00,Chennai Central,231,80,201,30,7.4,2.0
2026-01-21,18:00,T Nagar,191,125,176,15,5.9,1.6
2026-01-21,18:00,Anna Nagar,212,130,167,45,5.6,1.3
2026-01-21,18:00,Adyar,207,85,169,38,7.0,1.5
2026-01-21,18:00,Velachery,254,123,208,46,8.3,1.8
2026-01-21,18:00,Guindy,294,135,242,52,7.4,1.8
2026-01-21,18:00,OMR,205,97,165,40,8.8,1.5
2026-01-21,18:00,Tambaram,232,78,219,13,7.2,2.0
2026-01-21,18:00,Porur,204,110,172,32,5.8,1.5
2026-01-21,18:00,Egmore,166,100,141,25,6.3,1.5
2026-01-21,20:00,Chennai Central,254,165,206,48,7.6,1.3
2026-01-21,20:00,T Nagar,237,148,206,31,8.3,1.3
2026-01-21,20:00,Anna Nagar,258,143,242,16,9.1,1.6
2026-01-21,20:00,Adyar,184,137,146,38,7.2,1.1
2026-01-21,20:00,Velachery,250,128,209,41,6.9,1.5
2026-01-21,20:00,Guindy,222,89,202,20,9.7,2.0
2026-01-21,20:00,OMR,173,104,142,31,5.9,1.3
2026-01-21,20:00,Tambaram,177,123,164,13,5.6,1.1
2026-01-21,20:00,Porur,193,144,175,18,5.5,1.3
2026-01-21,20:00,Egmore,221,86,193,28,8.3,1.8
2026-01-22,06:00,Chennai Central,122,137,113,9,5.3,1.0
2026-01-22,06:00,T Nagar,208,163,174,34,5.1,1.3
2026-01-22,06:00,Anna Nagar,101,92,83,18,5.9,1.1
2026-01-22,06:00,Adyar,108,116,94,14,3.2,1.1
2026-01-22,06:00,Velachery,174,71,137,37,8.9,1.8
2026-01-22,06:00,Guindy,134,79,105,29,4.7,1.5
2026-01-22,06:00,OMR,162,75,135,27,7.3,2.0
2026-01-22,06:00,Tambaram,153,147,119,34,3.7,1.2
2026-01-22,06:00,Porur,114,185,102,12,5.9,1.1
2026-01-22,06:00,Egmore,118,118,95,23,6.1,1.1
2026-01-22,08:00,Chennai Central,193,98,167,26,5.5,1.3
2026-01-22,08:00,T Nagar,225,82,209,16,9.2,1.8
2026-01-22,08:00,Anna Nagar,262,102,227,35,8.5,1.5
2026-01-22,08:00,Adyar,137,151,128,9,4.5,1.0
2026-01-22,08:00,Velachery,202,155,181,21,4.3,1.2
2026-01-22,08:00,Guindy,307,86,268,39,11.6,2.0
2026-01-22,08:00,OMR,266,133,250,16,8.7,1.6
2026-01-22,08:00,Tambaram,211,132,167,44,7.5,1.6
2026-01-22,08:00,Porur,212,89,192,20,9.5,1.5
2026-01-22,08:00,Egmore,223,95,199,24,8.7,1.8
2026-01-22,10:00,Chennai Central,204,124,181,23,6.9,1.5
2026-01-22,10:00,T Nagar,141,163,117,24,5.6,1.0
2026-01-22,10:00,Anna Nagar,140,129,112,28,3.4,1.1
2026-01-22,10:00,Adyar,128,130,118,10,5.6,1.0
2026-01-22,10:00,Velachery,100,173,83,17,5.7,1.0
2026-01-22,10:00,Guindy,202,134,174,28,6.3,1.5
2026-01-22,10:00,OMR,193,82,151,42,5.9,1.5
2026-01-22,10:00,Tambaram,159,83,138,21,7.3,1.6
2026-01-22,10:00,Porur,149,79,133,16,5.5,1.5
2026-01-22,10:00,Egmore,92,135,80,12,5.4,1.0
2026-01-22,12:00,Chennai Central,118,193,111,7,5.3,1.0
2026-01-22,12:00,T Nagar,125,82,116,9,5.5,1.3
2026-01-22,12:00,Anna Nagar,131,141,111,20,5.5,1.0
2026-01-22,12:00,Adyar,52,165,43,9,5.6,1.1
2026-01-22,12:00,Velachery,112,185,98,14,4.1,1.0
2026-01-22,12:00,Guindy,134,144,122,12,3.4,1.0
2026-01-22,12:00,OMR,116,94,106,10,4.2,1.2
2026-01-22,12:00,Tambaram,101,115,82,19,6.4,1.0
2026-01-22,12:00,Porur,71,156,64,7,5.1,1.0
2026-01-22,12:00,Egmore,145,104,114,31,6.5,1.2
2026-01-22,14:00,Chennai Central,122,83,115,7,6.6,1.2
2026-01-22,14:00,T Nagar,173,148,157,16,5.9,1.1
2026-01-22,14:00,Anna Nagar,138,142,109,29,4.3,1.1
2026-01-22,14:00,Adyar,76,126,64,12,4.2,1.1
2026-01-22,14:00,Velachery,149,124,116,33,4.9,1.3
2026-01-22,14:00,Guindy,106,135,85,21,5.8,1.0
2026-01-22,14:00,OMR,81,192,64,17,3.5,1.0
2026-01-22,14:00,Tambaram,75,100,64,11,6.2,1.0
2026-01-22,14:00,Porur,79,160,64,15,4.5,1.1
2026-01-22,14:00,Egmore,126,170,113,13,4.9,1.0
2026-01-22,16:00,Chennai Central,177,104,145,32,5.5,1.5
2026-01-22,16:00,T Nagar,148,121,116,32,5.1,1.2
2026-01-22,16:00,Anna Nagar,119,127,108,11,6.0,1.0
2026-01-22,16:00,Adyar,95,98,84,11,3.5,1.0
2026-01-22,16:00,Velachery,133,152,104,29,3.9,1.0
2026-01-22,16:00,Guindy,158,172,141,17,4.5,1.0
2026-01-22,16:00,OMR,97,145,86,11,4.3,1.0
2026-01-22,16:00,Tambaram,114,163,94,20,5.0,1.0
2026-01-22,16:00,Porur,163,97,143,20,8.0,1.5
2026-01-22,16:00,Egmore,155,145,127,28,4.8,1.3
2026-01-22,18:00,Chennai Central,260,135,232,28,6.5,1.6
2026-01-22,18:00,T Nagar,176,108,144,32,6.6,1.5
2026-01-22,18:00,Anna Nagar,250,114,231,19,7.5,1.8
2026-01-22,18:00,Adyar,235,141,188,47,8.3,1.6
2026-01-22,18:00,Velachery,250,144,218,32,6.7,1.3
2026-01-22,18:00,Guindy,225,155,181,44,6.8,1.3
2026-01-22,18:00,OMR,179,111,154,25,5.9,1.5
2026-01-22,18:00,Tambaram,200,137,177,23,7.3,1.1
2026-01-22,18:00,Porur,209,169,176,33,4.1,1.2
2026-01-22,18:00,Egmore,224,82,210,14,9.2,1.8
2026-01-22,20:00,Chennai Central,277,126,249,28,10.2,1.5
2026-01-22,20:00,T Nagar,271,130,254,17,7.2,1.8
2026-01-22,20:00,Anna Nagar,147,163,119,28,4.4,1.0
2026-01-22,20:00,Adyar,212,124,200,12,8.3,1.6
2026-01-22,20:00,Velachery,251,85,225,26,8.4,1.8
2026-01-22,20:00,Guindy,174,96,147,27,7.9,1.5
2026-01-22,20:00,OMR,249,158,230,19,5.3,1.5
2026-01-22,20:00,Tambaram,145,97,136,9,7.3,1.2
2026-01-22,20:00,Porur,159,73,150,9,5.2,1.5
2026-01-22,20:00,Egmore,282,93,252,30,8.5,1.5
2026-01-23,06:00,Chennai Central,133,150,113,20,5.3,1.0
2026-01-23,06:00,T Nagar,118,128,94,24,4.3,1.1
2026-01-23,06:00,Anna Nagar,102,163,84,18,4.4,1.0
2026-01-23,06:00,Adyar,106,166,85,21,3.1,1.0
2026-01-23,06:00,Velachery,197,74,177,20,6.7,1.8
2026-01-23,06:00,Guindy,169,185,157,12,6.0,1.0
2026-01-23,06:00,OMR,170,141,155,15,5.1,1.1
2026-01-23,06:00,Tambaram,129,189,109,20,3.6,1.0
2026-01-23,06:00,Porur,96,77,89,7,5.3,1.1
2026-01-23,06:00,Egmore,146,91,114,32,5.7,1.6
2026-01-23,08:00,Chennai Central,222,78,184,38,8.5,1.5
2026-01-23,08:00,T Nagar,222,83,206,16,6.5,2.0
2026-01-23,08:00,Anna Nagar,241,89,228,13,7.2,2.0
2026-01-23,08:00,Adyar,236,154,185,51,8.1,1.6
2026-01-23,08:00,Velachery,263,74,237,26,8.1,2.0
2026-01-23,08:00,Guindy,258,169,207,51,7.4,1.6
2026-01-23,08:00,OMR,224,144,209,15,6.0,1.5
2026-01-23,08:00,Tambaram,164,149,147,17,6.3,1.2
2026-01-23,08:00,Porur,145,167,118,27,6.4,1.1
2026-01-23,08:00,Egmore,174,164,162,12,6.1,1.3
2026-01-23,10:00,Chennai Central,170,107,155,15,7.5,1.6
2026-01-23,10:00,T Nagar,222,81,185,37,7.1,2.0
2026-01-23,10:00,Anna Nagar,165,130,130,35,6.2,1.2
2026-01-23,10:00,Adyar,76,185,59,17,3.5,1.0
2026-01-23,10:00,Velachery,111,90,97,14,6.5,1.1
2026-01-23,10:00,Guindy,157,107,134,23,7.4,1.2
2026-01-23,10:00,OMR,105,155,82,23,3.8,1.0
2026-01-23,10:00,Tambaram,99,112,78,21,4.0,1.0
2026-01-23,10:00,Porur,97,158,89,8,4.1,1.0
2026-01-23,10:00,Egmore,95,111,90,5,5.7,1.0
2026-01-23,12:00,Chennai Central,146,134,128,18,6.7,1.1
2026-01-23,12:00,T Nagar,80,168,68,12,5.6,1.0
2026-01-23,12:00,Anna Nagar,119,158,97,22,6.5,1.1
2026-01-23,12:00,Adyar,74,162,67,7,4.7,1.1
2026-01-23,12:00,Velachery,87,180,69,18,3.7,1.0
2026-01-23,12:00,Guindy,108,184,95,13,5.3,1.0
2026-01-23,12:00,OMR,147,149,135,12,4.2,1.0
2026-01-23,12:00,Tambaram,77,143,70,7,5.7,1.0
2026-01-23,12:00,Porur,76,181,67,9,5.3,1.1
2026-01-23,12:00,Egmore,114,156,107,7,5.2,1.0
2026-01-23,14:00,Chennai Central,162,149,132,30,4.9,1.2
2026-01-23,14:00,T Nagar,142,83,120,22,5.0,1.3
2026-01-23,14:00,Anna Nagar,102,100,95,7,4.0,1.3
2026-01-23,14:00,Adyar,105,184,87,18,4.9,1.0
2026-01-23,14:00,Velachery,127,170,113,14,4.3,1.0
2026-01-23,14:00,Guindy,103,131,82,21,6.3,1.0
2026-01-23,14:00,OMR,144,184,124,20,5.0,1.1
2026-01-23,14:00,Tambaram,108,157,87,21,3.9,1.0
2026-01-23,14:00,Porur,104,110,90,14,3.7,1.1
2026-01-23,14:00,Egmore,133,110,114,19,6.2,1.1
2026-01-23,16:00,Chennai Central,105,179,89,16,4.6,1.0
2026-01-23,16:00,T Nagar,222,95,207,15,6.5,2.0
2026-01-23,16:00,Anna Nagar,181,74,156,25,6.1,1.5
2026-01-23,16:00,Adyar,152,177,140,12,5.3,1.1
2026-01-23,16:00,Velachery,154,96,137,17,7.0,1.5
2026-01-23,16:00,Guindy,187,79,165,22,6.8,2.0
2026-01-23,16:00,OMR,166,166,142,24,6.4,1.0
2026-01-23,16:00,Tambaram,141,150,124,17,3.6,1.1
2026-01-23,16:00,Porur,133,139,113,20,4.0,1.0
2026-01-23,16:00,Egmore,101,84,91,10,4.4,1.3
2026-01-23,18:00,Chennai Central,276,151,237,39,7.3,1.6
2026-01-23,18:00,T Nagar,218,94,193,25,9.5,1.5
2026-01-23,18:00,Anna Nagar,236,102,204,32,9.0,1.5
2026-01-23,18:00,Adyar,213,168,188,25,5.3,1.2
2026-01-23,18:00,Velachery,297,137,250,47,8.6,1.8
2026-01-23,18:00,Guindy,242,134,208,34,6.0,1.3
2026-01-23,18:00,OMR,190,85,170,20,8.7,1.8
2026-01-23,18:00,Tambaram,150,84,140,10,6.0,1.6
2026-01-23,18:00,Porur,240,100,214,26,6.9,1.8
2026-01-23,18:00,Egmore,171,86,139,32,7.7,1.5
2026-01-23,20:00,Chennai Central,288,91,246,42,8.1,1.8
2026-01-23,20:00,T Nagar,187,90,167,20,8.2,1.5
2026-01-23,20:00,Anna Nagar,262,136,225,37,6.8,1.6
2026-01-23,20:00,Adyar,141,119,114,27,4.2,1.1
2026-01-23,20:00,Velachery,180,153,151,29,7.0,1.1
2026-01-23,20:00,Guindy,205,104,185,20,8.1,1.3
2026-01-23,20:00,OMR,212,130,178,34,8.4,1.6
2026-01-23,20:00,Tambaram,175,99,163,12,6.2,1.3
2026-01-23,20:00,Porur,216,89,186,30,7.6,2.0
2026-01-23,20:00,Egmore,283,161,233,50,6.5,1.6
2026-01-24,06:00,Chennai Central,163,97,140,23,5.4,1.3
2026-01-24,06:00,T Nagar,180,169,152,28,5.4,1.2
2026-01-24,06:00,Anna Nagar,134,188,114,20,6.4,1.0
2026-01-24,06:00,Adyar,169,119,135,34,5.5,1.2
2026-01-24,06:00,Velachery,123,125,116,7,4.8,1.0
2026-01-24,06:00,Guindy,207,111,174,33,5.9,1.5
2026-01-24,06:00,OMR,97,158,77,20,5.4,1.0
2026-01-24,06:00,Tambaram,108,129,101,7,5.3,1.1
2026-01-24,06:00,Porur,131,113,119,12,4.7,1.3
2026-01-24,06:00,Egmore,107,86,100,7,4.6,1.1
2026-01-24,08:00,Chennai Central,278,170,242,36,5.8,1.6
2026-01-24,08:00,T Nagar,268,129,238,30,7.6,2.0
2026-01-24,08:00,Anna Nagar,259,116,242,17,9.3,2.0
2026-01-24,08:00,Adyar,224,158,182,42,6.0,1.3
2026-01-24,08:00,Velachery,286,117,251,35,9.8,1.8
2026-01-24,08:00,Guindy,271,83,230,41,11.1,1.5
2026-01-24,08:00,OMR,169,95,137,32,5.3,1.5
2026-01-24,08:00,Tambaram,196,75,156,40,9.3,1.5
2026-01-24,08:00,Porur,155,115,126,29,6.2,1.1
2026-01-24,08:00,Egmore,254,89,239,15,7.3,1.5
2026-01-24,10:00,Chennai Central,206,78,174,32,7.2,2.0
2026-01-24,10:00,T Nagar,177,185,159,18,5.9,1.0
2026-01-24,10:00,Anna Nagar,184,156,170,14,6.2,1.3
2026-01-24,10:00,Adyar,80,162,73,7,4.6,1.1
2026-01-24,10:00,Velachery,201,83,175,26,8.4,1.5
2026-01-24,10:00,Guindy,210,178,173,37,7.2,1.1
2026-01-24,10:00,OMR,158,167,125,33,4.0,1.0
2026-01-24,10:00,Tambaram,93,77,88,5,5.2,1.2
2026-01-24,10:00,Porur,80,171,66,14,6.2,1.1
2026-01-24,10:00,Egmore,140,95,112,28,4.1,1.3
2026-01-24,12:00,Chennai Central,136,186,120,16,3.1,1.0
2026-01-24,12:00,T Nagar,107,121,92,15,3.2,1.0
2026-01-24,12:00,Anna Nagar,123,119,100,23,4.3,1.1
2026-01-24,12:00,Adyar,110,93,93,17,4.5,1.2
2026-01-24,12:00,Velachery,158,118,141,17,7.3,1.3
2026-01-24,12:00,Guindy,108,160,98,10,4.0,1.0
2026-01-24,12:00,OMR,84,95,69,15,5.4,1.0
2026-01-24,12:00,Tambaram,76,104,65,11,6.0,1.0
2026-01-24,12:00,Porur,64,180,51,13,5.7,1.0
2026-01-24,12:00,Egmore,150,111,123,27,6.8,1.2
2026-01-24,14:00,Chennai Central,108,134,92,16,5.4,1.0
2026-01-24,14:00,T Nagar,148,122,117,31,3.8,1.2
2026-01-24,14:00,Anna Nagar,94,134,87,7,5.5,1.1
2026-01-24,14:00,Adyar,126,144,99,27,5.5,1.0
2026-01-24,14:00,Velachery,93,130,75,18,3.2,1.0
2026-01-24,14:00,Guindy,106,198,88,18,3.7,1.0
2026-01-24,14:00,OMR,68,157,54,14,5.5,1.0
2026-01-24,14:00,Tambaram,117,127,104,13,4.7,1.0
2026-01-24,14:00,Porur,47,193,39,8,4.1,1.0
2026-01-24,14:00,Egmore,60,196,49,11,6.3,1.0
2026-01-24,16:00,Chennai Central,186,90,150,36,6.5,1.8
2026-01-24,16:00,T Nagar,171,183,157,14,6.4,1.0
2026-01-24,16:00,Anna Nagar,171,156,152,19,5.3,1.3
2026-01-24,16:00,Adyar,122,171,104,18,3.9,1.0
2026-01-24,16:00,Velachery,119,181,109,10,5.6,1.0
2026-01-24,16:00,Guindy,158,114,124,34,5.1,1.3
2026-01-24,16:00,OMR,149,182,122,27,3.7,1.1
2026-01-24,16:00,Tambaram,128,175,112,16,4.3,1.0
2026-01-24,16:00,Porur,86,84,76,10,6.4,1.3
2026-01-24,16:00,Egmore,104,135,84,20,4.2,1.1
2026-01-24,18:00,Chennai Central,271,165,213,58,6.3,1.6
2026-01-24,18:00,T Nagar,296,148,255,41,8.1,1.6
2026-01-24,18:00,Anna Nagar,226,116,200,26,7.5,1.5
2026-01-24,18:00,Adyar,227,79,207,20,6.9,1.8
2026-01-24,18:00,Velachery,205,140,191,14,5.9,1.3
2026-01-24,18:00,Guindy,253,106,228,25,7.6,2.0
2026-01-24,18:00,OMR,155,84,132,23,7.3,1.6
2026-01-24,18:00,Tambaram,201,147,169,32,5.0,1.1
2026-01-24,18:00,Porur,187,158,148,39,3.8,1.2
2026-01-24,18:00,Egmore,158,148,139,19,6.4,1.3
2026-01-24,20:00,Chennai Central,211,120,169,42,5.9,1.6
2026-01-24,20:00,T Nagar,296,70,233,63,10.5,2.0
2026-01-24,20:00,Anna Nagar,176,82,155,21,8.0,1.8
2026-01-24,20:00,Adyar,147,91,133,14,5.4,1.6
2026-01-24,20:00,Velachery,273,80,238,35,9.2,1.5
2026-01-24,20:00,Guindy,274,165,220,54,6.8,1.5
2026-01-24,20:00,OMR,221,167,207,14,5.5,1.2
2026-01-24,20:00,Tambaram,164,163,147,17,3.2,1.2
2026-01-24,20:00,Porur,230,70,214,16,9.3,2.0
2026-01-24,20:00,Egmore,268,111,234,34,9.9,1.5
2026-01-25,06:00,Chennai Central,176,94,143,33,6.0,1.5
2026-01-25,06:00,T Nagar,183,78,159,24,6.5,2.0
2026-01-25,06:00,Anna Nagar,163,84,130,33,7.4,1.5
2026-01-25,06:00,Adyar,149,72,137,12,6.9,1.8
2026-01-25,06:00,Velachery,197,74,171,26,6.5,1.8
2026-01-25,06:00,Guindy,121,126,98,23,5.6,1.0
2026-01-25,06:00,OMR,107,71,100,7,5.1,1.3
2026-01-25,06:00,Tambaram,90,188,78,12,3.4,1.0
2026-01-25,06:00,Porur,98,90,85,13,3.4,1.2
2026-01-25,06:00,Egmore,169,95,152,17,6.3,1.3
2026-01-25,08:00,Chennai Central,262,85,248,14,8.3,1.8
2026-01-25,08:00,T Nagar,198,123,163,35,7.6,1.3
2026-01-25,08:00,Anna Nagar,181,133,167,14,6.1,1.1
2026-01-25,08:00,Adyar,201,142,187,14,4.5,1.1
2026-01-25,08:00,Velachery,206,138,160,46,5.3,1.2
2026-01-25,08:00,Guindy,205,125,183,22,7.8,1.5
2026-01-25,08:00,OMR,256,95,218,38,7.8,1.5
2026-01-25,08:00,Tambaram,166,117,154,12,7.1,1.3
2026-01-25,08:00,Porur,169,115,144,25,5.1,1.1
2026-01-25,08:00,Egmore,178,102,149,29,7.7,1.5
2026-01-25,10:00,Chennai Central,194,80,183,11,7.3,2.0
2026-01-25,10:00,T Nagar,107,171,95,12,4.9,1.0
2026-01-25,10:00,Anna Nagar,99,175,87,12,3.1,1.0
2026-01-25,10:00,Adyar,82,168,72,10,3.8,1.1
2026-01-25,10:00,Velachery,157,74,131,26,6.4,2.0
2026-01-25,10:00,Guindy,205,120,176,29,6.6,1.6
2026-01-25,10:00,OMR,105,168,83,22,4.3,1.0
2026-01-25,10:00,Tambaram,148,71,133,15,5.7,2.0
2026-01-25,10:00,Porur,127,130,105,22,5.5,1.1
2026-01-25,10:00,Egmore,132,113,118,14,4.6,1.2
2026-01-25,12:00,Chennai Central,115,127,93,22,3.2,1.0
2026-01-25,12:00,T Nagar,163,116,152,11,4.8,1.2
2026-01-25,12:00,Anna Nagar,141,121,119,22,6.2,1.1
2026-01-25,12:00,Adyar,60,181,49,11,5.8,1.1
